39, State-gov,2, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,11,1,40, United-States, <=50K
28, Private,1, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,1,40, Philippines, <=50K
46, Local-gov,1, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,1,40, United-States, <=50K
38, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, <=50K
29, Private,1, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,1,40, United-States, <=50K
35, Private,1, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,50, United-States, >50K
29, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,1,40, United-States, <=50K
41, State-gov,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,50, United-States, >50K
40, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,32, United-States, <=50K
30, Private,1, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,1,40, United-States, <=50K
72, Private,1, 11th,7, Divorced, Other-service, Not-in-family, Black, Female,0,1,35, United-States, <=50K
17, Private,1, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,40, United-States, <=50K
46, Self-emp-inc,1, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1,70, United-States, <=50K
38, Private,1, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,1,48, United-States, <=50K
36, Private,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,45, United-States, <=50K
24, Self-emp-not-inc,1, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,1,40, United-States, <=50K
28, Private,1, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,1,35, United-States, <=50K
28, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, <=50K
60, ?,1, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,-7,1,70, United-States, >50K
42, Local-gov,1, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1,40, United-States, >50K
48, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
37, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
32, Private,1, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,1,40, United-States, >50K
55, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,38,1,40, Puerto-Rico, >50K
30, Private,1, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1,40, United-States, <=50K
68, Private,1, 7th-8th,4, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,1,10, United-States, <=50K
45, Private,1, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,1,30, United-States, <=50K
26, Private,1, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Female,0,1,40, United-States, <=50K
22, Private,1, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,1,40, United-States, <=50K
22, Private,1, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,1,40, United-States, <=50K
36, Private,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,36,1,40, United-States, >50K
52, Private,1, 7th-8th,4, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,1,40, United-States, <=50K
68, Private,1, Prof-school,15, Widowed, Prof-specialty, Unmarried, White, Female,0,1,16, United-States, <=50K
26, Local-gov,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1,40, United-States, >50K
52, Private,1, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1,40, ?, <=50K
46, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-8,1,50, United-States, <=50K
53, Private,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,36,1,40, United-States, >50K
17, Private,1, 11th,7, Never-married, Sales, Own-child, White, Female,0,1,8, United-States, <=50K
29, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,1,75, United-States, <=50K
41, Private,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1,50, United-States, >50K
45, Private,1, Some-college,10, Divorced, Tech-support, Not-in-family, Black, Female,0,1,40, Trinadad&Tobago, <=50K
57, Private,1, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,1,50, United-States, >50K
30, Federal-gov,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,30, Japan, <=50K
46, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,45, United-States, >50K
45, Private,1, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1,40, United-States, <=50K
59, ?,1, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,1,40, United-States, >50K
40, Private,1, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,1,52, United-States, <=50K
38, State-gov,1, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,10,1,20, United-States, <=50K
22, Private,1, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,1,40, ?, <=50K
59, Self-emp-not-inc,1, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,1,85, United-States, <=50K
36, Private,1, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
40, Private,1, 7th-8th,4, Never-married, Farming-fishing, Own-child, White, Male,0,1,40, United-States, <=50K
18, Private,1, 10th,6, Never-married, Sales, Other-relative, Black, Female,0,1,40, United-States, <=50K
62, ?,1, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,1,40, United-States, <=50K
63, Private,1, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,1,40, United-States, <=50K
29, Private,1, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,80, United-States, <=50K
27, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,1,45, United-States, >50K
47, State-gov,1, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Male,0,1,50, France, >50K
20, Local-gov,1, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,1,40, United-States, <=50K
48, Private,1, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,45, United-States, <=50K
29, Private,1, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,30, Mexico, <=50K
22, Private,1, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,1,40, United-States, <=50K
42, Private,1, Assoc-acdm,12, Widowed, Tech-support, Unmarried, White, Female,0,1,24, United-States, <=50K
36, Private,1, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
60, Private,1, 10th,6, Divorced, Other-service, Not-in-family, Black, Female,0,1,40, United-States, <=50K
41, Federal-gov,1, HS-grad,9, Separated, Exec-managerial, Not-in-family, Black, Female,0,1,40, United-States, <=50K
43, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, >50K
33, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,38, United-States, >50K
34, Private,1, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, Female,0,1,40, United-States, <=50K
32, Private,1, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female,0,1,35, United-States, <=50K
22, ?,1, Some-college,10, Never-married, ?, Own-child, White, Female,0,1,20, United-States, <=50K
52, Private,1, 9th,5, Widowed, Other-service, Not-in-family, White, Female,0,1,25, Puerto-Rico, <=50K
27, Private,1, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,1,40, United-States, <=50K
60, Local-gov,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K
41, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,38,1,40, United-States, >50K
34, Self-emp-not-inc,1, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1,62, United-States, <=50K
30, Private,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
35, Private,1, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,1,25, United-States, <=50K
39, Federal-gov,1, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,1,40, United-States, <=50K
64, Private,1, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
17, Self-emp-not-inc,1, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,1,20, United-States, <=50K
29, State-gov,1, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,40, ?, <=50K
37, Local-gov,1, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1,40, United-States, >50K
43, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,45, United-States, <=50K
30, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,25, United-States, <=50K
17, Private,1, 10th,6, Never-married, Sales, Own-child, White, Female,0,1,12, United-States, <=50K
29, Private,1, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1,40, Guatemala, <=50K
24, Private,1, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,1,40, India, <=50K
27, Self-emp-not-inc,1, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1,50, United-States, <=50K
69, Self-emp-inc,1, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male,0,1,40, United-States, <=50K
30, Private,1, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,1,40, United-States, <=50K
29, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, Puerto-Rico, <=50K
17, ?,1, 10th,6, Never-married, ?, Own-child, White, Male,0,1,40, United-States, <=50K
61, Private,1, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,-8,1,40, United-States, <=50K
70, Private,1, 7th-8th,4, Widowed, Other-service, Unmarried, Black, Female,0,1,38, United-States, <=50K
32, Private,1, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,-10,1,40, United-States, >50K
21, ?,1, HS-grad,9, Never-married, ?, Other-relative, White, Male,0,1,40, United-States, <=50K
27, Self-emp-not-inc,1, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,48,1,50, United-States, >50K
27, Private,1, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,1,40, United-States, <=50K
19, Private,1, Some-college,10, Never-married, Sales, Own-child, White, Female,0,1,25, United-States, <=50K
44, State-gov,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1,60, United-States, >50K
36, Private,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
45, Private,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,36,1,50, United-States, >50K
29, Private,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,60, Poland, <=50K
34, Federal-gov,1, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,36,1,54, United-States, >50K
28, Local-gov,1, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,0,1,50, United-States, <=50K
34, Private,1, 5th-6th,3, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,40, El-Salvador, <=50K
18, Private,1, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,1,20, United-States, <=50K
39, Private,1, Some-college,10, Divorced, Farming-fishing, Unmarried, White, Female,0,1,45, United-States, <=50K
34, Private,1, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1,40, United-States, <=50K
35, Local-gov,1, Masters,14, Divorced, Adm-clerical, Unmarried, White, Female,0,1,41, United-States, <=50K
24, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,40, United-States, <=50K
41, Private,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,70, United-States, <=50K
50, State-gov,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,-10,1,45, United-States, >50K
68, Private,1, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,1,30, United-States, <=50K
35, Private,1, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1,50, United-States, <=50K
47, Private,1, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1,40, United-States, <=50K
43, Local-gov,1, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,1,40, United-States, <=50K
35, Private,1, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,40, United-States, <=50K
34, Private,1, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,1,17, United-States, <=50K
26, Private,1, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,1,40, United-States, <=50K
50, Private,1, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,1,40, United-States, <=50K
22, Private,1, HS-grad,9, Never-married, Craft-repair, Own-child, White, Female,0,1,40, United-States, <=50K
20, Private,1, HS-grad,9, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,1,40, United-States, <=50K
18, ?,1, HS-grad,9, Never-married, ?, Own-child, White, Female,0,1,40, United-States, <=50K
52, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1,40, United-States, <=50K
71, State-gov,1, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1,28, United-States, <=50K
55, Private,1, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
17, Private,1, 11th,7, Never-married, Sales, Own-child, White, Female,0,1,8, United-States, <=50K
36, Private,1, Some-college,10, Widowed, Prof-specialty, Own-child, White, Female,0,1,40, United-States, <=50K
25, ?,1, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,1,40, United-States, <=50K
39, Local-gov,1, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,-9,1,40, Nicaragua, >50K
27, Private,1, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,1,40, Philippines, <=50K
42, Private,1, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K
22, Private,1, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,-9,1,40, United-States, <=50K
57, Private,1, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, >50K
34, Private,1, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,1,28, United-States, <=50K
31, Private,1, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,60, United-States, <=50K
24, Private,1, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,1,40, United-States, <=50K
41, Self-emp-not-inc,1, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,1,60, Jamaica, <=50K
30, Private,1, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,34,1,40, England, <=50K
17, Private,1, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,1,32, United-States, <=50K
26, Self-emp-inc,1, HS-grad,9, Separated, Sales, Unmarried, White, Female,0,1,20, Honduras, <=50K
32, Private,1, 1st-4th,2, Never-married, Farming-fishing, Not-in-family, Other, Male,0,1,50, Mexico, <=50K
55, Private,1, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,45, United-States, <=50K
19, Private,1, 12th,8, Married-spouse-absent, Other-service, Own-child, Other, Female,0,1,20, United-States, <=50K
28, Private,1, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,1,50, United-States, <=50K
55, ?,1, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,14,1,40, United-States, <=50K
49, Private,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,60, United-States, >50K
23, Private,1, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,40, United-States, <=50K
43, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
40, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
41, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K
23, Private,1, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,1,40, United-States, <=50K
59, Federal-gov,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-9,1,40, United-States, >50K
20, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,35, United-States, <=50K
21, Private,1, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,1,40, United-States, <=50K
28, ?,1, Bachelors,13, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Female,0,1,10, Taiwan, <=50K
44, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,50, United-States, <=50K
31, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,48, United-States, <=50K
50, Self-emp-not-inc,1, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,22,1,45, United-States, <=50K
54, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,45, United-States, >50K
28, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,50, United-States, <=50K
34, Private,1, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,1,40, United-States, <=50K
46, Private,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
28, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,60, United-States, >50K
23, Private,1, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,-10,1,40, United-States, <=50K
29, Private,1, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,40, United-States, >50K
35, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
41, Self-emp-not-inc,1, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,38,1,50, United-States, >50K
90, ?,1, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0,1,10, South, <=50K
35, Self-emp-not-inc,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,38,1,55, United-States, >50K
20, Private,1, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,1,40, United-States, <=50K
42, Private,1, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,12,1,16, United-States, <=50K
56, Private,1, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,25,1,45, United-States, <=50K
31, Private,1, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,1,45, United-States, <=50K
23, Private,1, HS-grad,9, Never-married, Tech-support, Own-child, White, Male,0,1,50, United-States, <=50K
60, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1,40, United-States, <=50K
28, Private,1, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,1,40, United-States, <=50K
32, Private,1, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,60, United-States, >50K
36, Private,1, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,70,1,40, United-States, >50K
44, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,60, United-States, <=50K
34, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,48, United-States, >50K
27, Private,1, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,1,40, United-States, <=50K
49, Private,1, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,0,1,50, United-States, <=50K
48, Private,1, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,1,40, United-States, <=50K
47, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,50, United-States, >50K
34, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,65, United-States, >50K
27, Private,1, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,1,40, United-States, <=50K
31, Local-gov,1, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,20,1,40, ?, <=50K
24, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
24, Private,1, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,1,30, United-States, <=50K
25, Private,1, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, <=50K
36, Private,1, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,1,40, United-States, <=50K
38, Federal-gov,1, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,45, United-States, <=50K
57, Private,1, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,40, United-States, <=50K
24, Private,1, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,50, United-States, >50K
41, State-gov,1, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,40, United-States, <=50K
56, State-gov,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1,60, United-States, >50K
19, Private,1, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,1,40, United-States, <=50K
44, Private,1, HS-grad,9, Never-married, Other-service, Other-relative, Black, Male,0,1,32, United-States, <=50K
34, Private,1, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Female,0,1,40, United-States, <=50K
25, Private,1, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,1,40, United-States, <=50K
27, State-gov,1, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,40, United-States, <=50K
22, Private,1, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,1,40, United-States, <=50K
59, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-9,1,55, United-States, >50K
34, Private,1, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,50, United-States, <=50K
30, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,65, United-States, >50K
21, Private,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,38, United-States, <=50K
24, Private,1, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,1,40, Italy, <=50K
19, ?,1, Some-college,10, Never-married, ?, Own-child, White, Female,0,1,15, United-States, <=50K
82, ?,1, Some-college,10, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Male,0,1,3, United-States, <=50K
35, Private,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,50, United-States, >50K
32, Private,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
45, Private,1, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,1,45, United-States, <=50K
30, Private,1, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K
28, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,55, United-States, <=50K
28, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,1,5, United-States, <=50K
29, Private,1, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,44, United-States, <=50K
60, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, Columbia, <=50K
28, Private,1, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Female,0,1,40, United-States, <=50K
38, Federal-gov,1, Some-college,10, Divorced, Exec-managerial, Not-in-family, Black, Female,0,1,40, United-States, <=50K
31, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,50, United-States, >50K
28, Private,1, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,1,35, United-States, >50K
42, Private,1, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,1,23, United-States, <=50K
40, Local-gov,1, 9th,5, Married-civ-spouse, Other-service, Wife, White, Female,0,1,40, Yugoslavia, >50K
24, Private,1, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,1,40, United-States, <=50K
37, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,60, United-States, >50K
36, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
39, Private,1, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,40, United-States, <=50K
22, Private,1, 9th,5, Married-spouse-absent, Other-service, Other-relative, White, Male,0,1,35, Mexico, <=50K
46, Private,1, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-8,1,40, United-States, <=50K
28, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,43, United-States, <=50K
34, Private,1, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K
42, Private,1, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,1,43, United-States, <=50K
43, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
35, Private,1, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,1,40, United-States, <=50K
60, Private,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,19,1,16, United-States, <=50K
33, Private,1, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,43,1,40, United-States, >50K
22, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,1,80, United-States, <=50K
39, Private,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
33, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,26,1,40, United-States, >50K
39, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
37, Self-emp-not-inc,1, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,45, United-States, <=50K
63, Self-emp-not-inc,1, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,60, United-States, >50K
46, State-gov,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,38,1,38, United-States, >50K
48, Private,1, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,1,40, United-States, <=50K
33, Private,1, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,1,40, United-States, <=50K
65, Private,1, Some-college,10, Widowed, Prof-specialty, Not-in-family, White, Female,9,1,20, Hungary, <=50K
39, Private,1, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,1,40, United-States, >50K
